date,gross_return,cost,net_return,turnover,n_positions,n_long,n_short,net_exposure,gross_exposure
2019-01-02,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-07,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-08,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-09,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-14,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-15,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-17,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-18,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-21,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-22,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-23,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-24,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-25,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-28,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-29,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-30,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-01-31,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-13,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-14,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-15,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-18,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-19,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-02-20,0.007804171430680684,0.0004947916666666668,0.007309379764014017,0.49479166666666685,95,48,47,0.010416666666666657,0.9895833333333337
2019-02-21,0.02093178970269001,5.2083333333333343e-05,0.020879706369356675,0.05208333333333334,95,48,47,0.010416666666666657,0.9895833333333335
2019-02-22,-0.0006178944473324982,2.0833333333333336e-05,-0.0006387277806658315,0.020833333333333336,95,48,47,0.010416666666666657,0.9895833333333336
2019-02-25,-0.003684091982451328,0.00013020833333333336,-0.0038143003157846615,0.13020833333333334,94,47,47,0.0,0.9791666666666669
2019-02-26,-0.006945402538926215,7.291666666666667e-05,-0.0070183192055928816,0.07291666666666667,94,47,47,2.7755575615628914e-17,0.9791666666666669
